GID_date,Period_number,Period,Sub_period,Start_date,End_date,Confidence_in_date
10309,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
10313,10,Iron Age,Late Iron Age,-100,42,Y
10315,5,Bronze Age,Early Bronze Age,-2200,-1801,Y
10318,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
10319,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
10101,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
10139,5,Bronze Age,Early Bronze Age,-2200,-1701,Y
10141,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
10184,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
10134,14,Iron Age,n/a,-800,42,N
10281,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
10000,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
10042,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
10053,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
10121,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
10157,5,Bronze Age,Early Bronze Age,-2050,-1750,Y
10158,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
10181,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
10200,5,Bronze Age,Early Bronze Age,-2000,-1801,Y
10201,5,Bronze Age,Early Bronze Age,-2000,-1801,Y
10257,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
10274,10,Iron Age,Late Iron Age,-100,-50,Y
10275,14,Iron Age,n/a,-200,-50,Y
10276,14,Iron Age,n/a,-200,-50,Y
10277,9,Iron Age,Middle Iron Age,-200,-101,Y
10286,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
10302,5,Bronze Age,Early Bronze Age,-2200,-1801,Y
10308,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
10312,14,Iron Age,n/a,-800,42,Y
10314,5,Bronze Age,Early Bronze Age,-2200,-1801,Y
74261,5,Bronze Age,Early Bronze Age,-2200,-1800,Y
74263,5,Bronze Age,Early Bronze Age,-2300,-1900,Y
74265,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
74266,5,Bronze Age,Early Bronze Age,-2200,-1800,Y
74267,12,Neolithic,n/a,-4000,-2901,Y
74269,12,Neolithic,n/a,-4000,-2901,Y
74271,1,Neolithic,Early Neolithic,-4000,-3301,Y
74272,1,Neolithic,Early Neolithic,-4000,-3301,Y
74273,1,Neolithic,Early Neolithic,-4000,-3301,Y
74274,5,Bronze Age,Early Bronze Age,-2200,-1801,Y
74275,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
74276,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
74277,5,Bronze Age,Early Bronze Age,-2200,-1801,Y
74278,5,Bronze Age,Early Bronze Age,-2450,-1800,Y
74280,5,Bronze Age,Early Bronze Age,-2300,-1800,Y
74282,5,Bronze Age,Early Bronze Age,-2200,-1801,Y
74283,5,Bronze Age,Early Bronze Age,-2200,-1801,Y
74284,5,Bronze Age,Early Bronze Age,-2200,-1800,Y
74285,5,Bronze Age,Early Bronze Age,-2200,-1800,Y
74286,5,Bronze Age,Early Bronze Age,-2200,-1800,Y
74287,5,Bronze Age,Early Bronze Age,-2200,-1800,Y
74288,5,Bronze Age,Early Bronze Age,-2200,-1800,Y
74289,5,Bronze Age,Early Bronze Age,-2200,-1800,Y
74291,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
74292,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
74293,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
74294,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
74295,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
74296,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
74297,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
74298,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
74299,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
74300,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
74301,10,Iron Age,Late Iron Age,-50,45,Y
74302,10,Iron Age,Late Iron Age,-50,45,Y
74303,10,Iron Age,Late Iron Age,-50,45,Y
74304,10,Iron Age,Late Iron Age,-50,45,Y
74305,10,Iron Age,Late Iron Age,-50,45,Y
74306,10,Iron Age,Late Iron Age,-50,45,Y
74307,10,Iron Age,Late Iron Age,-50,45,Y
74308,10,Iron Age,Late Iron Age,-50,45,Y
74309,10,Iron Age,Late Iron Age,-50,45,Y
74310,10,Iron Age,Late Iron Age,-50,45,Y
74311,10,Iron Age,Late Iron Age,-50,45,Y
74312,10,Iron Age,Late Iron Age,-50,45,Y
74313,10,Iron Age,Late Iron Age,-50,45,Y
74314,10,Iron Age,Late Iron Age,-50,45,Y
74315,10,Iron Age,Late Iron Age,-50,45,Y
74316,10,Iron Age,Late Iron Age,-50,45,Y
74317,10,Iron Age,Late Iron Age,-50,45,Y
74318,10,Iron Age,Late Iron Age,-50,45,Y
74319,10,Iron Age,Late Iron Age,-50,45,Y
74320,10,Iron Age,Late Iron Age,-50,45,Y
74321,10,Iron Age,Late Iron Age,-50,45,Y
74322,10,Iron Age,Late Iron Age,-50,45,Y
74323,10,Iron Age,Late Iron Age,-50,45,Y
74324,10,Iron Age,Late Iron Age,-50,45,Y
74325,10,Iron Age,Late Iron Age,-50,42,Y
74327,14,Iron Age,n/a,-800,42,Y
74328,10,Iron Age,Late Iron Age,25,45,Y
74331,10,Iron Age,Late Iron Age,25,50,Y
74332,10,Iron Age,Late Iron Age,-50,45,Y
74333,10,Iron Age,Late Iron Age,-25,25,Y
74335,10,Iron Age,Late Iron Age,-100,42,Y
74336,10,Iron Age,Late Iron Age,-100,42,Y
74337,10,Iron Age,Late Iron Age,-100,42,Y
74338,10,Iron Age,Late Iron Age,-100,42,Y
74339,10,Iron Age,Late Iron Age,-50,42,Y
74340,10,Iron Age,Late Iron Age,-100,42,Y
74341,10,Iron Age,Late Iron Age,-100,42,Y
74342,10,Iron Age,Late Iron Age,-100,42,Y
74343,10,Iron Age,Late Iron Age,-100,42,Y
74344,10,Iron Age,Late Iron Age,-100,42,Y
74345,10,Iron Age,Late Iron Age,-100,42,Y
74346,10,Iron Age,Late Iron Age,-100,42,Y
74352,10,Iron Age,Late Iron Age,1,42,Y
74353,10,Iron Age,Late Iron Age,25,50,Y
74354,10,Iron Age,Late Iron Age,1,50,Y
74358,10,Iron Age,Late Iron Age,1,50,Y
74359,10,Iron Age,Late Iron Age,1,50,Y
74361,10,Iron Age,Late Iron Age,1,50,Y
74362,10,Iron Age,Late Iron Age,1,50,Y
74363,10,Iron Age,Late Iron Age,1,50,Y
74364,10,Iron Age,Late Iron Age,1,50,Y
74367,10,Iron Age,Late Iron Age,1,50,Y
74368,10,Iron Age,Late Iron Age,1,50,Y
74375,10,Iron Age,Late Iron Age,1,50,Y
74377,10,Iron Age,Late Iron Age,-100,42,Y
74379,10,Iron Age,Late Iron Age,-100,42,Y
74380,10,Iron Age,Late Iron Age,-100,-50,Y
74381,10,Iron Age,Late Iron Age,-100,42,Y
74382,10,Iron Age,Late Iron Age,-100,42,Y
74383,10,Iron Age,Late Iron Age,-100,42,Y
74384,10,Iron Age,Late Iron Age,-100,42,Y
74385,10,Iron Age,Late Iron Age,-75,-25,Y
74386,10,Iron Age,Late Iron Age,-75,-25,Y
74387,10,Iron Age,Late Iron Age,-75,-25,Y
74388,10,Iron Age,Late Iron Age,-75,-25,Y
74389,10,Iron Age,Late Iron Age,-75,-25,Y
74390,10,Iron Age,Late Iron Age,-75,-25,Y
74391,10,Iron Age,Late Iron Age,-75,-25,Y
74392,10,Iron Age,Late Iron Age,-75,-25,Y
74393,10,Iron Age,Late Iron Age,-75,-25,Y
74394,10,Iron Age,Late Iron Age,-75,-25,Y
74395,10,Iron Age,Late Iron Age,-100,42,Y
74396,10,Iron Age,Late Iron Age,-100,42,Y
74397,10,Iron Age,Late Iron Age,-100,42,Y
74398,10,Iron Age,Late Iron Age,-100,42,Y
74399,10,Iron Age,Late Iron Age,-100,42,Y
74400,10,Iron Age,Late Iron Age,-50,-1,Y
74401,10,Iron Age,Late Iron Age,-100,42,Y
74402,10,Iron Age,Late Iron Age,-100,42,Y
74403,10,Iron Age,Late Iron Age,-100,42,Y
74404,10,Iron Age,Late Iron Age,-50,42,Y
74405,10,Iron Age,Late Iron Age,-100,42,Y
74406,10,Iron Age,Late Iron Age,-100,42,Y
74407,10,Iron Age,Late Iron Age,-100,42,Y
74408,10,Iron Age,Late Iron Age,-100,42,Y
74409,10,Iron Age,Late Iron Age,-100,42,Y
74410,10,Iron Age,Late Iron Age,-100,42,Y
74411,10,Iron Age,Late Iron Age,-100,42,Y
74412,10,Iron Age,Late Iron Age,-100,42,Y
74413,10,Iron Age,Late Iron Age,-100,42,Y
74414,10,Iron Age,Late Iron Age,-100,42,Y
74415,10,Iron Age,Late Iron Age,-100,42,Y
74416,10,Iron Age,Late Iron Age,-100,42,Y
74417,10,Iron Age,Late Iron Age,-100,42,Y
74418,10,Iron Age,Late Iron Age,-100,42,Y
74419,10,Iron Age,Late Iron Age,-100,42,Y
74420,10,Iron Age,Late Iron Age,-100,42,Y
74421,10,Iron Age,Late Iron Age,-100,42,Y
74422,10,Iron Age,Late Iron Age,-100,42,Y
74423,10,Iron Age,Late Iron Age,-100,42,Y
74424,10,Iron Age,Late Iron Age,-100,42,Y
74425,10,Iron Age,Late Iron Age,-100,42,Y
74426,10,Iron Age,Late Iron Age,-100,42,Y
74427,10,Iron Age,Late Iron Age,-100,42,Y
74428,10,Iron Age,Late Iron Age,-100,42,Y
74429,10,Iron Age,Late Iron Age,-100,42,Y
74430,10,Iron Age,Late Iron Age,-100,42,Y
74431,10,Iron Age,Late Iron Age,-100,42,Y
74432,10,Iron Age,Late Iron Age,-100,42,Y
74433,10,Iron Age,Late Iron Age,-100,42,Y
74434,10,Iron Age,Late Iron Age,-100,42,Y
74435,10,Iron Age,Late Iron Age,-100,42,Y
74436,10,Iron Age,Late Iron Age,-100,42,Y
74437,10,Iron Age,Late Iron Age,-100,42,Y
74438,10,Iron Age,Late Iron Age,-100,42,Y
74439,10,Iron Age,Late Iron Age,-100,42,Y
74440,10,Iron Age,Late Iron Age,-100,42,Y
74441,10,Iron Age,Late Iron Age,-100,42,Y
74442,10,Iron Age,Late Iron Age,-100,42,Y
74443,10,Iron Age,Late Iron Age,-100,42,Y
74444,10,Iron Age,Late Iron Age,-100,42,Y
74445,10,Iron Age,Late Iron Age,-100,42,Y
74446,10,Iron Age,Late Iron Age,-100,42,Y
50099,10,Iron Age,Late Iron Age,-100,42,Y
50008,5,Bronze Age,Early Bronze Age,-1800,-1501,Y
50014,10,Iron Age,Late Iron Age,-100,42,Y
50017,17,Neolithic/Bronze Age,n/a,-4000,-1501,Y
50030,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
50066,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
50086,12,Neolithic,n/a,-3500,-2300,Y
50087,16,Bronze Age/Iron Age,n/a,-1750,-1150,Y
50094,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
50100,5,Bronze Age,Early Bronze Age,-1800,-1501,Y
50105,10,Iron Age,Late Iron Age,-100,42,Y
50107,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
50109,10,Iron Age,Late Iron Age,-100,42,Y
50111,10,Iron Age,Late Iron Age,-100,100,Y
50114,14,Iron Age,n/a,-800,42,Y
50118,10,Iron Age,Late Iron Age,-100,42,Y
50122,4,Bronze Age,Beaker/Chalcolithic,-2450,-2001,Y
50126,4,Bronze Age,Beaker/Chalcolithic,-2450,-1900,Y
50128,16,Bronze Age/Iron Age,n/a,-2450,42,Y
50131,10,Iron Age,Late Iron Age,-100,42,Y
50132,13,Bronze Age,n/a,-2450,-1400,Y
50135,10,Iron Age,Late Iron Age,-100,42,Y
50139,5,Bronze Age,Early Bronze Age,-2200,-1151,Y
50142,10,Iron Age,Late Iron Age,-150,100,Y
50143,13,Bronze Age,n/a,-2250,-1200,Y
50144,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
50147,10,Iron Age,Late Iron Age,1,50,Y
50148,13,Bronze Age,n/a,-1400,-900,Y
50151,5,Bronze Age,Early Bronze Age,-1900,-1501,Y
50152,10,Iron Age,Late Iron Age,-100,42,Y
50154,10,Iron Age,Late Iron Age,-100,42,Y
50158,10,Iron Age,Late Iron Age,-100,42,Y
50159,13,Bronze Age,n/a,-2450,-1501,Y
50162,13,Bronze Age,n/a,-2200,-1500,Y
50167,10,Iron Age,Late Iron Age,-100,42,Y
50171,5,Bronze Age,Early Bronze Age,-2200,-1700,Y
50178,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
50188,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
50190,13,Bronze Age,n/a,-2450,-801,Y
50194,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
50196,4,Bronze Age,Beaker/Chalcolithic,-2450,-2000,Y
50198,13,Bronze Age,n/a,-2450,-801,Y
50199,10,Iron Age,Late Iron Age,-50,100,Y
50201,14,Iron Age,n/a,-400,100,Y
50202,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
50212,13,Bronze Age,n/a,-2450,-801,Y
50217,14,Iron Age,n/a,-400,42,Y
50218,6,Bronze Age,Middle Bronze Age,-1300,-1150,Y
50226,5,Bronze Age,Early Bronze Age,-2200,-1700,Y
50231,1,Neolithic,Early Neolithic,-4000,-3301,Y
50237,4,Bronze Age,Beaker/Chalcolithic,-2450,-1800,Y
50247,17,Neolithic/Bronze Age,n/a,-4000,-1501,Y
50248,9,Iron Age,Middle Iron Age,-400,-101,N
50250,4,Bronze Age,Beaker/Chalcolithic,-2450,-1800,Y
50254,4,Bronze Age,Beaker/Chalcolithic,-2150,-1850,Y
50255,5,Bronze Age,Early Bronze Age,-1950,-1450,Y
50262,17,Neolithic/Bronze Age,n/a,-4000,-1150,Y
50263,4,Bronze Age,Beaker/Chalcolithic,-2450,-1900,Y
50276,10,Iron Age,Late Iron Age,-50,-1,Y
50291,10,Iron Age,Late Iron Age,-100,100,Y
50292,10,Iron Age,Late Iron Age,-100,42,Y
50306,10,Iron Age,Late Iron Age,-50,42,Y
50309,10,Iron Age,Late Iron Age,-50,42,Y
50311,10,Iron Age,Late Iron Age,-400,42,Y
50316,14,Iron Age,n/a,-800,75,Y
50318,13,Bronze Age,n/a,-2450,-801,Y
50320,9,Iron Age,Middle Iron Age,-400,-101,Y
50325,5,Bronze Age,Early Bronze Age,-2200,-1500,Y
50329,14,Iron Age,n/a,-800,42,Y
50335,13,Bronze Age,n/a,-2450,-1150,Y
50342,10,Iron Age,Late Iron Age,1,42,Y
50348,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
50354,13,Bronze Age,n/a,-1500,-801,Y
50366,13,Bronze Age,n/a,-1900,-1400,Y
50373,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
50379,16,Bronze Age/Iron Age,n/a,-2450,42,Y
50390,13,Bronze Age,n/a,-1500,-801,Y
50406,10,Iron Age,Late Iron Age,1,60,Y
50423,10,Iron Age,Late Iron Age,1,70,Y
50428,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
50439,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
50447,16,Bronze Age/Iron Age,n/a,-1150,-101,Y
50452,13,Bronze Age,n/a,-2450,-1500,Y
50457,13,Bronze Age,n/a,-1500,-801,Y
50462,13,Bronze Age,n/a,-1500,-801,Y
50471,10,Iron Age,Late Iron Age,-100,42,Y
50492,10,Iron Age,Late Iron Age,-50,42,Y
50493,10,Iron Age,Late Iron Age,-50,42,Y
50498,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
50500,4,Bronze Age,Beaker/Chalcolithic,-2450,-1501,Y
50530,13,Bronze Age,n/a,-2450,-1500,Y
50546,10,Iron Age,Late Iron Age,1,50,Y
50547,13,Bronze Age,n/a,-2450,-1500,Y
50558,14,Iron Age,n/a,-700,-100,Y
50569,14,Iron Age,n/a,-800,-100,Y
50572,13,Bronze Age,n/a,-1500,-801,Y
50573,16,Bronze Age/Iron Age,n/a,-2450,42,Y
50584,10,Iron Age,Late Iron Age,-100,42,Y
50606,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
50610,13,Bronze Age,n/a,-1500,-801,Y
50623,10,Iron Age,Late Iron Age,-100,100,Y
50629,10,Iron Age,Late Iron Age,1,100,Y
50656,17,Neolithic/Bronze Age,n/a,-2900,-1500,Y
50663,5,Bronze Age,Early Bronze Age,-2200,-1501,Y
50677,4,Bronze Age,Beaker/Chalcolithic,-2450,-2201,Y
50682,6,Bronze Age,Middle Bronze Age,-1500,-1150,Y
